Architecture,Critical SDC,Safe SDC,Masked
Baseline,3.3098387389019748,65.01657909041494,31.673582170683094
Adaptive Clipper,0.854614412136536,9.238610291707637,89.90677529615583
Ranger,0.9797466055129195,33.25139639435085,65.76885700013624
Swap ReLU6,1.8425213230705222,39.73401289785729,58.42346577907219
Median Filter,1.6052839608903682,42.13946328271271,56.25525275639692
